id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,result
283,2021,2021-03-27,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,bat,Sunrisers Hyderabad,64,0,Marnus Buttler,normal
284,2021,2021-03-28,Chennai Super Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Mohali,Chennai Super Kings,bat,Rajasthan Royals,53,0,Kane Shaw,normal
285,2021,2021-03-29,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,bat,Mumbai Indians,0,7,Glenn Bumrah,normal
286,2021,2021-03-30,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Mumbai Indians,0,8,Trent Sundar,normal
287,2021,2021-03-31,Royal Challengers Bangalore,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",Lucknow,Royal Challengers Bangalore,field,Mumbai Indians,15,0,Marnus Ashwin,normal
288,2021,2021-04-01,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,25,0,Mohammed Williamson,normal
289,2021,2021-04-02,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Punjab Kings,39,0,Tim Lynn,normal
290,2021,2021-04-03,Punjab Kings,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Punjab Kings,field,Punjab Kings,5,0,Marnus Khan,normal
291,2021,2021-04-04,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Mohali,Kolkata Knight Riders,field,Kolkata Knight Riders,65,0,Sanju Pooran,normal
292,2021,2021-04-05,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi,Royal Challengers Bangalore,bat,Delhi Capitals,0,6,Marnus Bumrah,normal
293,2021,2021-04-06,Sunrisers Hyderabad,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Chennai Super Kings,field,Sunrisers Hyderabad,9,0,Rashid Pujara,normal
294,2021,2021-04-07,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,field,Chennai Super Kings,0,2,Mitchell Lynn,tie
295,2021,2021-04-08,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,8,0,Sam Thakur,normal
296,2021,2021-04-09,Chennai Super Kings,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Royal Challengers Bangalore,field,Chennai Super Kings,0,1,Hardik Chahar,normal
297,2021,2021-04-10,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,bat,Punjab Kings,22,0,Suryakumar Bairstow,normal
298,2021,2021-04-11,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Mohali,Royal Challengers Bangalore,bat,Punjab Kings,0,10,David Jadeja,normal
299,2021,2021-04-12,Delhi Capitals,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Delhi Capitals,field,Delhi Capitals,0,9,Yuzvendra Samson,normal
300,2021,2021-04-13,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai,Delhi Capitals,field,Delhi Capitals,11,0,Bhuvneshwar Williamson,normal
301,2021,2021-04-14,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,1,Jasprit Sundar,normal
302,2021,2021-04-15,Sunrisers Hyderabad,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",Lucknow,Mumbai Indians,field,Sunrisers Hyderabad,41,0,Mitchell Thakur,normal
303,2021,2021-04-16,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Chennai Super Kings,5,0,Pat Kumar,normal
304,2021,2021-04-17,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,17,0,Axar Pant,normal
305,2021,2021-04-18,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,2,0,Tim Russell,normal
306,2021,2021-04-19,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata,Sunrisers Hyderabad,field,Kolkata Knight Riders,80,0,Washington Stokes,normal
307,2021,2021-04-20,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,bat,Delhi Capitals,1,0,Ishan Shaw,normal
308,2021,2021-04-21,Rajasthan Royals,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata,Mumbai Indians,bat,Rajasthan Royals,0,2,Marnus Gill,normal
309,2021,2021-04-22,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,10,Virat Smith,normal
310,2021,2021-04-23,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Jaipur,Kolkata Knight Riders,field,Rajasthan Royals,19,0,Axar Rabada,normal
311,2021,2021-04-24,Kolkata Knight Riders,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,36,0,KL Maxwell,normal
312,2021,2021-04-25,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,9,0,Alex Sundar,tie
313,2021,2021-04-26,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai,Rajasthan Royals,field,Rajasthan Royals,21,0,Alex Samson,normal
314,2021,2021-04-27,Mumbai Indians,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,2,Jasprit Cummins,normal
315,2021,2021-04-28,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Punjab Kings,bat,Punjab Kings,0,10,Suryakumar Bairstow,normal
316,2021,2021-04-29,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai,Sunrisers Hyderabad,field,Mumbai Indians,0,1,Kane Thakur,normal
317,2021,2021-04-30,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai,Chennai Super Kings,field,Kolkata Knight Riders,0,5,Hardik Warner,normal
318,2021,2021-05-01,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Chennai Super Kings,bat,Chennai Super Kings,0,1,Aiden Russell,normal
319,2021,2021-05-02,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,0,10,Steve Rahul,normal
320,2021,2021-05-03,Punjab Kings,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Lucknow,Punjab Kings,bat,Punjab Kings,0,2,Trent de Kock,normal
321,2021,2021-05-04,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,field,Rajasthan Royals,11,0,Ishan Ashwin,normal
322,2021,2021-05-05,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,bat,Royal Challengers Bangalore,0,10,Quinton Bumrah,normal
323,2021,2021-05-06,Kolkata Knight Riders,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Kolkata Knight Riders,field,Kolkata Knight Riders,38,0,Marcus Kishan,normal
324,2021,2021-05-07,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi,Punjab Kings,field,Delhi Capitals,8,0,Ajinkya Ashwin,normal
325,2021,2021-05-08,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Chennai Super Kings,bat,Chennai Super Kings,0,10,Hardik Russell,normal
326,2021,2021-05-09,Kolkata Knight Riders,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Punjab Kings,bat,Punjab Kings,0,9,Kane Livingstone,normal
327,2021,2021-05-10,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Delhi Capitals,field,Delhi Capitals,0,2,Tim Green,normal
328,2021,2021-05-11,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata,Mumbai Indians,bat,Kolkata Knight Riders,28,0,Hardik Warner,normal
329,2021,2021-05-12,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai,Chennai Super Kings,field,Chennai Super Kings,2,0,Prithvi Chahal,normal
330,2021,2021-05-13,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,field,Delhi Capitals,0,6,Ajinkya Ashwin,normal
331,2021,2021-05-14,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai,Punjab Kings,field,Punjab Kings,47,0,David Curran,normal
332,2021,2021-05-15,Delhi Capitals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Jaipur,Delhi Capitals,field,Kolkata Knight Riders,21,0,Ben Khan,normal
333,2021,2021-05-16,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,bat,Mumbai Indians,20,0,KL Yadav,normal
334,2021,2021-05-17,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi,Mumbai Indians,bat,Delhi Capitals,1,0,Aiden Kohli,normal
335,2021,2021-05-18,Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,Royal Challengers Bangalore,field,Royal Challengers Bangalore,24,0,Virat Starc,normal
336,2021,2021-05-19,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,1,Quinton Bairstow,normal
337,2022,2022-03-25,Rajasthan Royals,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Lucknow Super Giants,field,Rajasthan Royals,38,0,Axar Williamson,normal
338,2022,2022-03-26,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Jaipur,Punjab Kings,field,Punjab Kings,13,0,Ravichandran Iyer,normal
339,2022,2022-03-27,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Mohali,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,2,MS Smith,normal
340,2022,2022-03-28,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,28,0,Jos Khan,normal
341,2022,2022-03-29,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Royal Challengers Bangalore,1,0,Shardul Maxwell,normal
342,2022,2022-03-30,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Mohali,Rajasthan Royals,field,Rajasthan Royals,0,1,Jos Rahane,normal
343,2022,2022-03-31,Chennai Super Kings,Royal Challengers Bangalore,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,field,Chennai Super Kings,8,0,Andre Lynn,normal
344,2022,2022-04-01,Lucknow Super Giants,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,field,Lucknow Super Giants,14,0,Marcus Ashwin,normal
345,2022,2022-04-02,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Mohali,Royal Challengers Bangalore,field,Punjab Kings,8,0,Cheteshwar Ashwin,normal
346,2022,2022-04-03,Sunrisers Hyderabad,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Punjab Kings,field,Punjab Kings,15,0,Sanju Rabada,normal
347,2022,2022-04-04,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Mumbai Indians,field,Mumbai Indians,24,0,KL Ashwin,normal
348,2022,2022-04-05,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,bat,Kolkata Knight Riders,29,0,Marnus du Plessis,normal
349,2022,2022-04-06,Delhi Capitals,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai,Delhi Capitals,bat,Kolkata Knight Riders,117,0,Bhuvneshwar Kishan,normal
350,2022,2022-04-07,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Lucknow Super Giants,field,Sunrisers Hyderabad,0,7,Ajinkya Rahane,normal
351,2022,2022-04-08,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Punjab Kings,25,0,Ravindra Stoinis,normal
352,2022,2022-04-09,Rajasthan Royals,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Rajasthan Royals,field,Mumbai Indians,14,0,Liam Yadav,normal
353,2022,2022-04-10,Chennai Super Kings,Lucknow Super Giants,"M. A. Chidambaram Stadium, Chennai",Chennai,Lucknow Super Giants,bat,Lucknow Super Giants,0,1,Jason Curran,normal
354,2022,2022-04-11,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Lucknow Super Giants,bat,Lucknow Super Giants,0,4,Kane du Plessis,normal
355,2022,2022-04-12,Lucknow Super Giants,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Lucknow Super Giants,field,Lucknow Super Giants,0,7,Suryakumar Chahal,normal
356,2022,2022-04-13,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,bat,Delhi Capitals,0,1,Sam Lynn,normal
357,2022,2022-04-14,Kolkata Knight Riders,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,bat,Lucknow Super Giants,0,1,Jason Pujara,normal
358,2022,2022-04-15,Gujarat Titans,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Delhi Capitals,bat,Delhi Capitals,0,4,Sam Iyer,normal
359,2022,2022-04-16,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,0,6,Ajinkya Williamson,normal
360,2022,2022-04-17,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai,Sunrisers Hyderabad,field,Mumbai Indians,23,0,Kuldeep Rahane,tie
361,2022,2022-04-18,Delhi Capitals,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",Lucknow,Delhi Capitals,bat,Mumbai Indians,51,0,Kuldeep Rahane,normal
362,2022,2022-04-19,Royal Challengers Bangalore,Lucknow Super Giants,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Lucknow Super Giants,57,0,Marcus Ashwin,normal
363,2022,2022-04-20,Chennai Super Kings,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Chennai,Mumbai Indians,field,Chennai Super Kings,5,0,Mitchell Lynn,normal
364,2022,2022-04-21,Chennai Super Kings,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Chennai Super Kings,field,Punjab Kings,35,0,Nicholas Rabada,normal
365,2022,2022-04-22,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Delhi Capitals,field,Delhi Capitals,22,0,Ajinkya Ashwin,tie
366,2022,2022-04-23,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,23,0,Suryakumar Green,normal
367,2022,2022-04-24,Kolkata Knight Riders,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Kolkata Knight Riders,bat,Chennai Super Kings,0,1,Pat Chahal,normal
368,2022,2022-04-25,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Gujarat Titans,field,Sunrisers Hyderabad,10,0,Virat Smith,normal
369,2022,2022-04-26,Royal Challengers Bangalore,Gujarat Titans,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,0,1,Rishabh Jadeja,normal
370,2022,2022-04-27,Delhi Capitals,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai,Gujarat Titans,bat,Gujarat Titans,28,0,Cheteshwar Buttler,normal
371,2022,2022-04-28,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,46,0,Jasprit Cummins,normal
372,2022,2022-04-29,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai,Delhi Capitals,field,Chennai Super Kings,3,0,Kuldeep Cummins,normal
373,2022,2022-04-30,Delhi Capitals,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Mohali,Chennai Super Kings,bat,Delhi Capitals,22,0,Sanju Kumar,normal
374,2022,2022-05-01,Gujarat Titans,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Gujarat Titans,field,Gujarat Titans,0,6,Kane Chahar,normal
375,2022,2022-05-02,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai,Gujarat Titans,field,Mumbai Indians,44,0,Chris Ashwin,normal
376,2022,2022-05-03,Punjab Kings,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata,Lucknow Super Giants,bat,Punjab Kings,0,4,Jos Iyer,normal
377,2022,2022-05-04,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai,Delhi Capitals,bat,Mumbai Indians,27,0,Kane Thakur,normal
378,2022,2022-05-05,Lucknow Super Giants,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Lucknow,Delhi Capitals,field,Lucknow Super Giants,1,0,Jason Pujara,normal
379,2022,2022-05-06,Mumbai Indians,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata,Mumbai Indians,field,Mumbai Indians,0,3,Ravichandran Cummins,normal
380,2022,2022-05-07,Lucknow Super Giants,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Lucknow,Sunrisers Hyderabad,bat,Lucknow Super Giants,0,3,Kuldeep Rahane,normal
381,2022,2022-05-08,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,58,0,Ishan Rahane,normal
382,2022,2022-05-09,Rajasthan Royals,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Lucknow,Chennai Super Kings,field,Rajasthan Royals,0,4,Ben Bumrah,normal
383,2022,2022-05-10,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Jaipur,Rajasthan Royals,field,Kolkata Knight Riders,0,3,Pat Iyer,normal
384,2022,2022-05-11,Lucknow Super Giants,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",Lucknow,Rajasthan Royals,field,Rajasthan Royals,68,0,Rashid Maxwell,normal
385,2022,2022-05-12,Kolkata Knight Riders,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",Lucknow,Kolkata Knight Riders,bat,Kolkata Knight Riders,1,0,Marnus Chahar,normal
386,2022,2022-05-13,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai,Chennai Super Kings,field,Chennai Super Kings,0,2,Jos Sundar,normal
387,2022,2022-05-14,Chennai Super Kings,Gujarat Titans,"M. A. Chidambaram Stadium, Chennai",Chennai,Chennai Super Kings,bat,Gujarat Titans,0,3,Ravindra Rahane,normal
388,2022,2022-05-15,Punjab Kings,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata,Punjab Kings,bat,Punjab Kings,0,3,Ravichandran Iyer,normal
389,2022,2022-05-16,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Jaipur,Delhi Capitals,field,Delhi Capitals,19,0,Mohammed Williamson,normal
390,2022,2022-05-17,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Punjab Kings,3,0,Nicholas Rabada,normal
391,2022,2022-05-18,Lucknow Super Giants,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,56,0,Mohammed Rahane,normal
392,2022,2022-05-19,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Chennai,Rajasthan Royals,field,Rajasthan Royals,0,1,Axar Williamson,normal
393,2022,2022-05-20,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,0,1,Pat Bumrah,normal
394,2022,2022-05-21,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,17,0,Deepak Pooran,normal
395,2022,2022-05-22,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,26,0,Mitchell Markram,normal
396,2022,2022-05-23,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Chennai Super Kings,bat,Royal Challengers Bangalore,17,0,Axar Shaw,normal
397,2022,2022-05-24,Lucknow Super Giants,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi,Lucknow Super Giants,field,Lucknow Super Giants,17,0,Nicholas Pooran,normal
398,2022,2022-05-25,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata,Rajasthan Royals,field,Kolkata Knight Riders,13,0,Sam Rahane,normal
399,2022,2022-05-26,Lucknow Super Giants,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Lucknow,Lucknow Super Giants,bat,Lucknow Super Giants,0,4,Trent Stokes,normal
400,2022,2022-05-27,Delhi Capitals,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",Lucknow,Rajasthan Royals,bat,Rajasthan Royals,0,2,Ajinkya Williamson,normal
401,2022,2022-05-28,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai,Kolkata Knight Riders,bat,Kolkata Knight Riders,3,0,Pat Labuschagne,normal
402,2022,2022-05-29,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,30,0,Sam Rahane,normal
403,2022,2022-05-30,Kolkata Knight Riders,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai,Kolkata Knight Riders,field,Kolkata Knight Riders,24,0,Mitchell Starc,normal
404,2022,2022-05-31,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,bat,Mumbai Indians,0,2,Ravindra Sundar,normal
405,2022,2022-06-01,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Mohali,Punjab Kings,field,Chennai Super Kings,7,0,Ravichandran Kishan,normal
406,2022,2022-06-02,Rajasthan Royals,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai,Rajasthan Royals,field,Rajasthan Royals,28,0,Aiden Ashwin,normal
407,2022,2022-06-03,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai,Mumbai Indians,field,Mumbai Indians,12,0,Chris Patel,normal
408,2022,2022-06-04,Lucknow Super Giants,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Lucknow,Kolkata Knight Riders,bat,Kolkata Knight Riders,6,0,Mitchell Starc,normal
409,2022,2022-06-05,Rajasthan Royals,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Rajasthan Royals,field,Rajasthan Royals,7,0,Marnus Gill,normal
410,2022,2022-06-06,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,bat,Punjab Kings,6,0,Tim Samson,normal
411,2022,2022-06-07,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,2,Faf Samson,normal
412,2022,2022-06-08,Rajasthan Royals,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,5,0,Sanju Behrendorff,tie
413,2022,2022-06-09,Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,10,Jasprit Sundar,normal
414,2022,2022-06-10,Gujarat Titans,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,25,0,KL Rahul,normal
415,2022,2022-06-11,Kolkata Knight Riders,Gujarat Titans,"Ekana Cricket Stadium, Lucknow",Lucknow,Kolkata Knight Riders,field,Gujarat Titans,0,10,Bhuvneshwar Stokes,normal
416,2022,2022-06-12,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Chennai Super Kings,bat,Gujarat Titans,76,0,Steve de Kock,normal
417,2022,2022-06-13,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Delhi Capitals,8,0,Sam Lynn,normal
418,2022,2022-06-14,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata,Sunrisers Hyderabad,field,Sunrisers Hyderabad,8,0,Mitchell Markram,normal
419,2022,2022-06-15,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Punjab Kings,0,1,Ravindra Stoinis,tie
420,2022,2022-06-16,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,10,0,Steve Rahul,normal
421,2022,2022-06-17,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi,Delhi Capitals,field,Sunrisers Hyderabad,0,2,MS Kohli,normal
422,2022,2022-06-18,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Mumbai Indians,field,Gujarat Titans,0,2,Sam Rabada,normal
423,2022,2022-06-19,Punjab Kings,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Mohali,Gujarat Titans,bat,Punjab Kings,14,0,David Curran,normal
